datum,value
2021-07-26T03:30:00,31
2021-07-26T05:30:00,31
2021-07-26T07:30:00,35
2021-07-26T09:30:00,33
2021-07-26T11:30:00,42
2021-07-26T13:30:00,59
2021-07-26T15:30:00,54
2021-07-26T17:30:00,41
2021-07-26T19:30:00,37
2021-07-26T21:30:00,36
2021-07-26T23:30:00,32
2021-07-27T01:30:00,57
2021-07-27T03:30:00,70
2021-07-27T05:30:00,57
2021-07-27T07:30:00,60
2021-07-27T09:30:00,108
2021-07-27T11:30:00,85
2021-07-27T13:30:00,61
2021-07-27T15:30:00,76
2021-07-27T17:30:00,63
2021-07-27T19:30:00,56
2021-07-27T21:30:00,56
2021-07-27T23:30:00,50
2021-07-28T01:30:00,55
2021-07-28T03:30:00,78
2021-07-28T05:30:00,77
2021-07-28T07:30:00,83
2021-07-28T09:30:00,107
2021-07-28T11:30:00,113
2021-07-28T13:30:00,151
2021-07-28T15:30:00,175
2021-07-28T17:30:00,176
2021-07-28T19:30:00,182
2021-07-28T21:30:00,181
2021-07-28T23:30:00,165
2021-07-29T01:30:00,166
2021-07-29T03:30:00,190
2021-07-29T05:30:00,164
2021-07-29T07:30:00,165
2021-07-29T09:30:00,153
2021-07-29T11:30:00,159
2021-07-29T13:30:00,161
2021-07-29T15:30:00,149
2021-07-29T17:30:00,158
2021-07-29T19:30:00,154
2021-07-29T21:30:00,140
2021-07-29T23:30:00,105
2021-07-30T01:30:00,85
2021-07-30T03:30:00,70
2021-07-30T05:30:00,60
2021-07-30T07:30:00,43
2021-07-30T09:30:00,44
2021-07-30T11:30:00,56
2021-07-30T13:30:00,75
2021-07-30T15:30:00,149
2021-07-30T17:30:00,200
2021-07-30T19:30:00,212
2021-07-30T21:30:00,213
2021-07-30T23:30:00,191
2021-07-31T01:30:00,185
2021-07-31T03:30:00,194
2021-07-31T05:30:00,197
2021-07-31T07:30:00,166
2021-07-31T09:30:00,141
2021-07-31T11:30:00,128
2021-07-31T13:30:00,112
2021-07-31T15:30:00,110
2021-07-31T17:30:00,128
2021-07-31T19:30:00,150
2021-07-31T21:30:00,127
2021-07-31T23:30:00,104
2021-08-01T01:30:00,89
2021-08-01T03:30:00,85
2021-08-01T05:30:00,84
2021-08-01T07:30:00,83
2021-08-01T09:30:00,82
2021-08-01T11:30:00,75
2021-08-01T13:30:00,73
2021-08-01T15:30:00,76
2021-08-01T17:30:00,95
2021-08-01T19:30:00,93
2021-08-01T21:30:00,83
2021-08-01T23:30:00,83
2021-08-02T01:30:00,84
2021-08-02T03:30:00,78
2021-08-02T05:30:00,88
2021-08-02T07:30:00,91
2021-08-02T09:30:00,101
2021-08-02T11:30:00,94
2021-08-02T13:30:00,90
2021-08-02T15:30:00,88
2021-08-02T17:30:00,92
2021-08-02T19:30:00,106
2021-08-02T21:30:00,106
2021-08-02T23:30:00,98
2021-08-03T01:30:00,88
2021-08-03T03:30:00,78
2021-08-03T05:30:00,83
2021-08-03T07:30:00,75
2021-08-03T09:30:00,83
2021-08-03T11:30:00,84
2021-08-03T13:30:00,74
2021-08-03T15:30:00,67
2021-08-03T17:30:00,68
2021-08-03T19:30:00,76
2021-08-03T21:30:00,64
2021-08-03T23:30:00,68
2021-08-04T01:30:00,64
2021-08-04T03:30:00,54
2021-08-04T05:30:00,48
2021-08-04T07:30:00,50
2021-08-04T09:30:00,49
2021-08-04T11:30:00,43
2021-08-04T13:30:00,47
2021-08-04T15:30:00,52
2021-08-04T17:30:00,60
2021-08-04T19:30:00,54
2021-08-04T21:30:00,48
2021-08-04T23:30:00,39
2021-08-05T01:30:00,36
2021-08-05T03:30:00,33
2021-08-05T05:30:00,30
2021-08-05T07:30:00,29
2021-08-05T09:30:00,27
2021-08-05T11:30:00,27
2021-08-05T13:30:00,27
2021-08-05T15:30:00,28
2021-08-05T17:30:00,33
2021-08-05T19:30:00,36
2021-08-05T21:30:00,35
2021-08-05T23:30:00,46
2021-08-06T01:30:00,49
2021-08-06T03:30:00,59
2021-08-06T05:30:00,57
2021-08-06T07:30:00,81
2021-08-06T09:30:00,90
2021-08-06T11:30:00,113
2021-08-06T13:30:00,156
2021-08-06T15:30:00,179
2021-08-06T17:30:00,180
2021-08-06T19:30:00,159
2021-08-06T21:30:00,154
2021-08-06T23:30:00,135
2021-08-07T01:30:00,108
2021-08-07T03:30:00,95
2021-08-07T05:30:00,73
2021-08-07T07:30:00,60
2021-08-07T09:30:00,54
2021-08-07T11:30:00,67
2021-08-07T13:30:00,75
2021-08-07T15:30:00,74
2021-08-07T17:30:00,88
2021-08-07T19:30:00,103
2021-08-07T21:30:00,106
2021-08-07T23:30:00,205
2021-08-08T01:30:00,201
2021-08-08T03:30:00,183
2021-08-08T05:30:00,174
2021-08-08T07:30:00,137
2021-08-08T09:30:00,121
2021-08-08T11:30:00,148
2021-08-08T13:30:00,182
2021-08-08T15:30:00,184
2021-08-08T17:30:00,168
2021-08-08T19:30:00,194
2021-08-08T21:30:00,171
2021-08-08T23:30:00,148
2021-08-09T01:30:00,140
2021-08-09T03:30:00,107
2021-08-09T05:30:00,86
2021-08-09T07:30:00,74
2021-08-09T09:30:00,70
2021-08-09T11:30:00,82
2021-08-09T13:30:00,125
2021-08-09T15:30:00,139
2021-08-09T17:30:00,148
2021-08-09T19:30:00,136
2021-08-09T21:30:00,113
2021-08-09T23:30:00,93
2021-08-10T01:30:00,98
2021-08-10T03:30:00,81
2021-08-10T05:30:00,87
2021-08-10T07:30:00,83
2021-08-10T09:30:00,77
2021-08-10T11:30:00,75
2021-08-10T13:30:00,76
2021-08-10T15:30:00,64
2021-08-10T17:30:00,44
2021-08-10T19:30:00,61
2021-08-10T21:30:00,76
2021-08-10T23:30:00,76
2021-08-11T01:30:00,79
2021-08-11T03:30:00,74
2021-08-11T05:30:00,57
2021-08-11T07:30:00,53
2021-08-11T09:30:00,52
2021-08-11T11:30:00,59
2021-08-11T13:30:00,65
2021-08-11T15:30:00,69
2021-08-11T17:30:00,62
2021-08-11T19:30:00,55
2021-08-11T21:30:00,50
2021-08-11T23:30:00,49
2021-08-12T01:30:00,56
2021-08-12T03:30:00,55
2021-08-12T05:30:00,44
2021-08-12T07:30:00,41
2021-08-12T09:30:00,39
2021-08-12T11:30:00,42
2021-08-12T13:30:00,46
2021-08-12T15:30:00,40
2021-08-12T17:30:00,36
2021-08-12T19:30:00,29
2021-08-12T21:30:00,23
2021-08-12T23:30:00,29
2021-08-13T01:30:00,48
2021-08-13T03:30:00,69
2021-08-13T05:30:00,67
2021-08-13T07:30:00,103
2021-08-13T09:30:00,105
2021-08-13T11:30:00,95
2021-08-13T13:30:00,99
2021-08-13T15:30:00,104
2021-08-13T17:30:00,115
